OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10258,"ERNSH",1,1996-07-17 00:00:00.0000000,1996-08-14 00:00:00.0000000,1996-07-23 00:00:00.0000000,1,140.5100,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10259,"CENTC",4,1996-07-18 00:00:00.0000000,1996-08-15 00:00:00.0000000,1996-07-25 00:00:00.0000000,3,3.2500,"Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.",,"05022","Mexico"
10260,"OTTIK",4,1996-07-19 00:00:00.0000000,1996-08-16 00:00:00.0000000,1996-07-29 00:00:00.0000000,1,55.0900,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10261,"QUEDE",4,1996-07-19 00:00:00.0000000,1996-08-16 00:00:00.0000000,1996-07-30 00:00:00.0000000,2,3.0500,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
10262,"RATTC",8,1996-07-22 00:00:00.0000000,1996-08-19 00:00:00.0000000,1996-07-25 00:00:00.0000000,3,48.2900,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10263,"ERNSH",9,1996-07-23 00:00:00.0000000,1996-08-20 00:00:00.0000000,1996-07-31 00:00:00.0000000,3,146.0600,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10264,"FOLKO",6,1996-07-24 00:00:00.0000000,1996-08-21 00:00:00.0000000,1996-08-23 00:00:00.0000000,3,3.6700,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67","Sweden"
10265,"BLONP",2,1996-07-25 00:00:00.0000000,1996-08-22 00:00:00.0000000,1996-08-12 00:00:00.0000000,1,55.2800,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10266,"WARTH",3,1996-07-26 00:00:00.0000000,1996-09-06 00:00:00.0000000,1996-07-31 00:00:00.0000000,3,25.7300,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10267,"FRANK",4,1996-07-29 00:00:00.0000000,1996-08-26 00:00:00.0000000,1996-08-06 00:00:00.0000000,1,208.5800,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10268,"GROSR",8,1996-07-30 00:00:00.0000000,1996-08-27 00:00:00.0000000,1996-08-02 00:00:00.0000000,3,66.2900,"GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","DF","1081","Venezuela"
10269,"WHITC",5,1996-07-31 00:00:00.0000000,1996-08-14 00:00:00.0000000,1996-08-09 00:00:00.0000000,1,4.5600,"White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
10270,"WARTH",1,1996-08-01 00:00:00.0000000,1996-08-29 00:00:00.0000000,1996-08-02 00:00:00.0000000,1,136.5400,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10271,"SPLIR",6,1996-08-01 00:00:00.0000000,1996-08-29 00:00:00.0000000,1996-08-30 00:00:00.0000000,2,4.5400,"Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
10272,"RATTC",6,1996-08-02 00:00:00.0000000,1996-08-30 00:00:00.0000000,1996-08-06 00:00:00.0000000,2,98.0300,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10273,"QUICK",3,1996-08-05 00:00:00.0000000,1996-09-02 00:00:00.0000000,1996-08-12 00:00:00.0000000,3,76.0700,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10274,"VINET",6,1996-08-06 00:00:00.0000000,1996-09-03 00:00:00.0000000,1996-08-16 00:00:00.0000000,1,6.0100,"Vins et alcools Chevalier","59 rue de l'Abbaye","Reims",,"51100","France"
10275,"MAGAA",1,1996-08-07 00:00:00.0000000,1996-09-04 00:00:00.0000000,1996-08-09 00:00:00.0000000,1,26.9300,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",,"24100","Italy"
10276,"TORTU",8,1996-08-08 00:00:00.0000000,1996-08-22 00:00:00.0000000,1996-08-14 00:00:00.0000000,3,13.8400,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,"05033","Mexico"
10277,"MORGK",2,1996-08-09 00:00:00.0000000,1996-09-06 00:00:00.0000000,1996-08-13 00:00:00.0000000,3,125.7700,"Morgenstern Gesundkost","Heerstr. 22","Leipzig",,"04179","Germany"
10278,"BERGS",8,1996-08-12 00:00:00.0000000,1996-09-09 00:00:00.0000000,1996-08-16 00:00:00.0000000,2,92.6900,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10279,"LEHMS",8,1996-08-13 00:00:00.0000000,1996-09-10 00:00:00.0000000,1996-08-16 00:00:00.0000000,2,25.8300,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10280,"BERGS",2,1996-08-14 00:00:00.0000000,1996-09-11 00:00:00.0000000,1996-09-12 00:00:00.0000000,1,8.9800,"Berglunds snabbköp","Berguvsvägen  8","Luleå",,"S-958 22","Sweden"
10281,"ROMEY",4,1996-08-14 00:00:00.0000000,1996-08-28 00:00:00.0000000,1996-08-21 00:00:00.0000000,1,2.9400,"Romero y tomillo","Gran Vía, 1","Madrid",,"28001","Spain"
10282,"ROMEY",4,1996-08-15 00:00:00.0000000,1996-09-12 00:00:00.0000000,1996-08-21 00:00:00.0000000,1,12.6900,"Romero y tomillo","Gran Vía, 1","Madrid",,"28001","Spain"
10283,"LILAS",3,1996-08-16 00:00:00.0000000,1996-09-13 00:00:00.0000000,1996-08-23 00:00:00.0000000,3,84.8100,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10284,"LEHMS",4,1996-08-19 00:00:00.0000000,1996-09-16 00:00:00.0000000,1996-08-27 00:00:00.0000000,1,76.5600,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10285,"QUICK",1,1996-08-20 00:00:00.0000000,1996-09-17 00:00:00.0000000,1996-08-26 00:00:00.0000000,2,76.8300,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10286,"QUICK",8,1996-08-21 00:00:00.0000000,1996-09-18 00:00:00.0000000,1996-08-30 00:00:00.0000000,3,229.2400,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10287,"RICAR",8,1996-08-22 00:00:00.0000000,1996-09-19 00:00:00.0000000,1996-08-28 00:00:00.0000000,3,12.7600,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10288,"REGGC",4,1996-08-23 00:00:00.0000000,1996-09-20 00:00:00.0000000,1996-09-03 00:00:00.0000000,1,7.4500,"Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",,"42100","Italy"
10289,"BSBEV",7,1996-08-26 00:00:00.0000000,1996-09-23 00:00:00.0000000,1996-08-28 00:00:00.0000000,3,22.7700,"B's Beverages","Fauntleroy Circus","London",,"EC2 5NT","UK"
10290,"COMMI",8,1996-08-27 00:00:00.0000000,1996-09-24 00:00:00.0000000,1996-09-03 00:00:00.0000000,1,79.7000,"Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil"
10291,"QUEDE",6,1996-08-27 00:00:00.0000000,1996-09-24 00:00:00.0000000,1996-09-04 00:00:00.0000000,2,6.4000,"Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
10292,"TRADH",1,1996-08-28 00:00:00.0000000,1996-09-25 00:00:00.0000000,1996-09-02 00:00:00.0000000,2,1.3500,"Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
10293,"TORTU",1,1996-08-29 00:00:00.0000000,1996-09-26 00:00:00.0000000,1996-09-11 00:00:00.0000000,3,21.1800,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,"05033","Mexico"
10294,"RATTC",4,1996-08-30 00:00:00.0000000,1996-09-27 00:00:00.0000000,1996-09-05 00:00:00.0000000,2,147.2600,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10295,"VINET",2,1996-09-02 00:00:00.0000000,1996-09-30 00:00:00.0000000,1996-09-10 00:00:00.0000000,2,1.1500,"Vins et alcools Chevalier","59 rue de l'Abbaye","Reims",,"51100","France"
10296,"LILAS",6,1996-09-03 00:00:00.0000000,1996-10-01 00:00:00.0000000,1996-09-11 00:00:00.0000000,1,0.1200,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10297,"BLONP",5,1996-09-04 00:00:00.0000000,1996-10-16 00:00:00.0000000,1996-09-10 00:00:00.0000000,2,5.7400,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10298,"HUNGO",6,1996-09-05 00:00:00.0000000,1996-10-03 00:00:00.0000000,1996-09-11 00:00:00.0000000,2,168.2200,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10299,"RICAR",4,1996-09-06 00:00:00.0000000,1996-10-04 00:00:00.0000000,1996-09-13 00:00:00.0000000,2,29.7600,"Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
10300,"MAGAA",2,1996-09-09 00:00:00.0000000,1996-10-07 00:00:00.0000000,1996-09-18 00:00:00.0000000,2,17.6800,"Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",,"24100","Italy"
10301,"WANDK",8,1996-09-09 00:00:00.0000000,1996-10-07 00:00:00.0000000,1996-09-17 00:00:00.0000000,2,45.0800,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10302,"SUPRD",4,1996-09-10 00:00:00.0000000,1996-10-08 00:00:00.0000000,1996-10-09 00:00:00.0000000,2,6.2700,"Suprêmes délices","Boulevard Tirou, 255","Charleroi",,"B-6000","Belgium"
10303,"GODOS",7,1996-09-11 00:00:00.0000000,1996-10-09 00:00:00.0000000,1996-09-18 00:00:00.0000000,2,107.8300,"Godos Cocina Típica","C/ Romero, 33","Sevilla",,"41101","Spain"
10304,"TORTU",1,1996-09-12 00:00:00.0000000,1996-10-10 00:00:00.0000000,1996-09-17 00:00:00.0000000,2,63.7900,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,"05033","Mexico"
10305,"OLDWO",8,1996-09-13 00:00:00.0000000,1996-10-11 00:00:00.0000000,1996-10-09 00:00:00.0000000,3,257.6200,"Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
10306,"ROMEY",1,1996-09-16 00:00:00.0000000,1996-10-14 00:00:00.0000000,1996-09-23 00:00:00.0000000,3,7.5600,"Romero y tomillo","Gran Vía, 1","Madrid",,"28001","Spain"
10307,"LONEP",2,1996-09-17 00:00:00.0000000,1996-10-15 00:00:00.0000000,1996-09-25 00:00:00.0000000,2,0.5600,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
10308,"ANATR",7,1996-09-18 00:00:00.0000000,1996-10-16 00:00:00.0000000,1996-09-24 00:00:00.0000000,3,1.6100,"Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.",,"05021","Mexico"
10309,"HUNGO",3,1996-09-19 00:00:00.0000000,1996-10-17 00:00:00.0000000,1996-10-23 00:00:00.0000000,1,47.3000,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10310,"THEBI",8,1996-09-20 00:00:00.0000000,1996-10-18 00:00:00.0000000,1996-09-27 00:00:00.0000000,2,17.5200,"The Big Cheese","89 Jefferson Way Suite 2","Portland","OR","97201","USA"
10311,"DUMON",1,1996-09-20 00:00:00.0000000,1996-10-04 00:00:00.0000000,1996-09-26 00:00:00.0000000,3,24.6900,"Du monde entier","67, rue des Cinquante Otages","Nantes",,"44000","France"
10312,"WANDK",2,1996-09-23 00:00:00.0000000,1996-10-21 00:00:00.0000000,1996-10-03 00:00:00.0000000,2,40.2600,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10313,"QUICK",2,1996-09-24 00:00:00.0000000,1996-10-22 00:00:00.0000000,1996-10-04 00:00:00.0000000,2,1.9600,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10314,"RATTC",1,1996-09-25 00:00:00.0000000,1996-10-23 00:00:00.0000000,1996-10-04 00:00:00.0000000,2,74.1600,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10315,"ISLAT",4,1996-09-26 00:00:00.0000000,1996-10-24 00:00:00.0000000,1996-10-03 00:00:00.0000000,2,41.7600,"Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
10316,"RATTC",1,1996-09-27 00:00:00.0000000,1996-10-25 00:00:00.0000000,1996-10-08 00:00:00.0000000,3,150.1500,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10317,"LONEP",6,1996-09-30 00:00:00.0000000,1996-10-28 00:00:00.0000000,1996-10-10 00:00:00.0000000,1,12.6900,"Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
10318,"ISLAT",8,1996-10-01 00:00:00.0000000,1996-10-29 00:00:00.0000000,1996-10-04 00:00:00.0000000,2,4.7300,"Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
10319,"TORTU",7,1996-10-02 00:00:00.0000000,1996-10-30 00:00:00.0000000,1996-10-11 00:00:00.0000000,3,64.5000,"Tortuga Restaurante","Avda. Azteca 123","México D.F.",,"05033","Mexico"
10320,"WARTH",5,1996-10-03 00:00:00.0000000,1996-10-17 00:00:00.0000000,1996-10-18 00:00:00.0000000,3,34.5700,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10321,"ISLAT",3,1996-10-03 00:00:00.0000000,1996-10-31 00:00:00.0000000,1996-10-11 00:00:00.0000000,2,3.4300,"Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
10322,"PERIC",7,1996-10-04 00:00:00.0000000,1996-11-01 00:00:00.0000000,1996-10-23 00:00:00.0000000,3,0.4000,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",,"05033","Mexico"
10323,"KOENE",4,1996-10-07 00:00:00.0000000,1996-11-04 00:00:00.0000000,1996-10-14 00:00:00.0000000,1,4.8800,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10324,"SAVEA",9,1996-10-08 00:00:00.0000000,1996-11-05 00:00:00.0000000,1996-10-10 00:00:00.0000000,1,214.2700,"Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
10325,"KOENE",1,1996-10-09 00:00:00.0000000,1996-10-23 00:00:00.0000000,1996-10-14 00:00:00.0000000,3,64.8600,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10326,"BOLID",4,1996-10-10 00:00:00.0000000,1996-11-07 00:00:00.0000000,1996-10-14 00:00:00.0000000,2,77.9200,"Bólido Comidas preparadas","C/ Araquil, 67","Madrid",,"28023","Spain"
10327,"FOLKO",2,1996-10-11 00:00:00.0000000,1996-11-08 00:00:00.0000000,1996-10-14 00:00:00.0000000,1,63.3600,"Folk och fä HB","Åkergatan 24","Bräcke",,"S-844 67","Sweden"
10328,"FURIB",4,1996-10-14 00:00:00.0000000,1996-11-11 00:00:00.0000000,1996-10-17 00:00:00.0000000,3,87.0300,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10329,"SPLIR",4,1996-10-15 00:00:00.0000000,1996-11-26 00:00:00.0000000,1996-10-23 00:00:00.0000000,2,191.6700,"Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
10330,"LILAS",3,1996-10-16 00:00:00.0000000,1996-11-13 00:00:00.0000000,1996-10-28 00:00:00.0000000,1,12.7500,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10331,"BONAP",9,1996-10-16 00:00:00.0000000,1996-11-27 00:00:00.0000000,1996-10-21 00:00:00.0000000,1,10.1900,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10332,"MEREP",3,1996-10-17 00:00:00.0000000,1996-11-28 00:00:00.0000000,1996-10-21 00:00:00.0000000,2,52.8400,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10333,"WARTH",5,1996-10-18 00:00:00.0000000,1996-11-15 00:00:00.0000000,1996-10-25 00:00:00.0000000,3,0.5900,"Wartian Herkku","Torikatu 38","Oulu",,"90110","Finland"
10334,"VICTE",8,1996-10-21 00:00:00.0000000,1996-11-18 00:00:00.0000000,1996-10-28 00:00:00.0000000,2,8.5600,"Victuailles en stock","2, rue du Commerce","Lyon",,"69004","France"
10335,"HUNGO",7,1996-10-22 00:00:00.0000000,1996-11-19 00:00:00.0000000,1996-10-24 00:00:00.0000000,2,42.1100,"Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",,"Ireland"
10336,"PRINI",7,1996-10-23 00:00:00.0000000,1996-11-20 00:00:00.0000000,1996-10-25 00:00:00.0000000,2,15.5100,"Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",,"1756","Portugal"
10337,"FRANK",4,1996-10-24 00:00:00.0000000,1996-11-21 00:00:00.0000000,1996-10-29 00:00:00.0000000,3,108.2600,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10338,"OLDWO",4,1996-10-25 00:00:00.0000000,1996-11-22 00:00:00.0000000,1996-10-29 00:00:00.0000000,3,84.2100,"Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
10339,"MEREP",2,1996-10-28 00:00:00.0000000,1996-11-25 00:00:00.0000000,1996-11-04 00:00:00.0000000,2,15.6600,"Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada"
10340,"BONAP",1,1996-10-29 00:00:00.0000000,1996-11-26 00:00:00.0000000,1996-11-08 00:00:00.0000000,3,166.3100,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10341,"SIMOB",7,1996-10-29 00:00:00.0000000,1996-11-26 00:00:00.0000000,1996-11-05 00:00:00.0000000,3,26.7800,"Simons bistro","Vinbæltet 34","Kobenhavn",,"1734","Denmark"
10342,"FRANK",4,1996-10-30 00:00:00.0000000,1996-11-13 00:00:00.0000000,1996-11-04 00:00:00.0000000,2,54.8300,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10343,"LEHMS",4,1996-10-31 00:00:00.0000000,1996-11-28 00:00:00.0000000,1996-11-06 00:00:00.0000000,1,110.3700,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",,"60528","Germany"
10344,"WHITC",4,1996-11-01 00:00:00.0000000,1996-11-29 00:00:00.0000000,1996-11-05 00:00:00.0000000,2,23.2900,"White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
10345,"QUICK",2,1996-11-04 00:00:00.0000000,1996-12-02 00:00:00.0000000,1996-11-11 00:00:00.0000000,2,249.0600,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10346,"RATTC",3,1996-11-05 00:00:00.0000000,1996-12-17 00:00:00.0000000,1996-11-08 00:00:00.0000000,3,142.0800,"Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
10347,"FAMIA",4,1996-11-06 00:00:00.0000000,1996-12-04 00:00:00.0000000,1996-11-08 00:00:00.0000000,3,3.1000,"Familia Arquibaldo","Rua Orós, 92","Sao Paulo","SP","05442-030","Brazil"
10348,"WANDK",4,1996-11-07 00:00:00.0000000,1996-12-05 00:00:00.0000000,1996-11-15 00:00:00.0000000,2,0.7800,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10349,"SPLIR",7,1996-11-08 00:00:00.0000000,1996-12-06 00:00:00.0000000,1996-11-15 00:00:00.0000000,1,8.6300,"Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
10350,"LAMAI",6,1996-11-11 00:00:00.0000000,1996-12-09 00:00:00.0000000,1996-12-03 00:00:00.0000000,2,64.1900,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10351,"ERNSH",1,1996-11-11 00:00:00.0000000,1996-12-09 00:00:00.0000000,1996-11-20 00:00:00.0000000,1,162.3300,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10352,"FURIB",3,1996-11-12 00:00:00.0000000,1996-11-26 00:00:00.0000000,1996-11-18 00:00:00.0000000,3,1.3000,"Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",,"1675","Portugal"
10353,"PICCO",7,1996-11-13 00:00:00.0000000,1996-12-11 00:00:00.0000000,1996-11-25 00:00:00.0000000,3,360.6300,"Piccolo und mehr","Geislweg 14","Salzburg",,"5020","Austria"
10354,"PERIC",8,1996-11-14 00:00:00.0000000,1996-12-12 00:00:00.0000000,1996-11-20 00:00:00.0000000,3,53.8000,"Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",,"05033","Mexico"
10355,"AROUT",6,1996-11-15 00:00:00.0000000,1996-12-13 00:00:00.0000000,1996-11-20 00:00:00.0000000,1,41.9500,"Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
10356,"WANDK",6,1996-11-18 00:00:00.0000000,1996-12-16 00:00:00.0000000,1996-11-27 00:00:00.0000000,2,36.7100,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10357,"LILAS",1,1996-11-19 00:00:00.0000000,1996-12-17 00:00:00.0000000,1996-12-02 00:00:00.0000000,3,34.8800,"LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
10358,"LAMAI",5,1996-11-20 00:00:00.0000000,1996-12-18 00:00:00.0000000,1996-11-27 00:00:00.0000000,1,19.6400,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10359,"SEVES",5,1996-11-21 00:00:00.0000000,1996-12-19 00:00:00.0000000,1996-11-26 00:00:00.0000000,3,288.4300,"Seven Seas Imports","90 Wadhurst Rd.","London",,"OX15 4NB","UK"
10360,"BLONP",4,1996-11-22 00:00:00.0000000,1996-12-20 00:00:00.0000000,1996-12-02 00:00:00.0000000,3,131.7000,"Blondel père et fils","24, place Kléber","Strasbourg",,"67000","France"
10361,"QUICK",1,1996-11-22 00:00:00.0000000,1996-12-20 00:00:00.0000000,1996-12-03 00:00:00.0000000,2,183.1700,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10362,"BONAP",3,1996-11-25 00:00:00.0000000,1996-12-23 00:00:00.0000000,1996-11-28 00:00:00.0000000,1,96.0400,"Bon app'","12, rue des Bouchers","Marseille",,"13008","France"
10363,"DRACD",4,1996-11-26 00:00:00.0000000,1996-12-24 00:00:00.0000000,1996-12-04 00:00:00.0000000,3,30.5400,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
10364,"EASTC",1,1996-11-26 00:00:00.0000000,1997-01-07 00:00:00.0000000,1996-12-04 00:00:00.0000000,1,71.9700,"Eastern Connection","35 King George","London",,"WX3 6FW","UK"
10365,"ANTON",3,1996-11-27 00:00:00.0000000,1996-12-25 00:00:00.0000000,1996-12-02 00:00:00.0000000,2,22.0000,"Antonio Moreno Taquería","Mataderos  2312","México D.F.",,"05023","Mexico"
10366,"GALED",8,1996-11-28 00:00:00.0000000,1997-01-09 00:00:00.0000000,1996-12-30 00:00:00.0000000,2,10.1400,"Galería del gastronómo","Rambla de Cataluña, 23","Barcelona",,"8022","Spain"
10367,"VAFFE",7,1996-11-28 00:00:00.0000000,1996-12-26 00:00:00.0000000,1996-12-02 00:00:00.0000000,3,13.5500,"Vaffeljernet","Smagsloget 45","Århus",,"8200","Denmark"
10368,"ERNSH",2,1996-11-29 00:00:00.0000000,1996-12-27 00:00:00.0000000,1996-12-02 00:00:00.0000000,2,101.9500,"Ernst Handel","Kirchgasse 6","Graz",,"8010","Austria"
10369,"SPLIR",8,1996-12-02 00:00:00.0000000,1996-12-30 00:00:00.0000000,1996-12-09 00:00:00.0000000,2,195.6800,"Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
10370,"CHOPS",6,1996-12-03 00:00:00.0000000,1996-12-31 00:00:00.0000000,1996-12-27 00:00:00.0000000,2,1.1700,"Chop-suey Chinese","Hauptstr. 31","Bern",,"3012","Switzerland"
10371,"LAMAI",1,1996-12-03 00:00:00.0000000,1996-12-31 00:00:00.0000000,1996-12-24 00:00:00.0000000,1,0.4500,"La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",,"31000","France"
10372,"QUEEN",5,1996-12-04 00:00:00.0000000,1997-01-01 00:00:00.0000000,1996-12-09 00:00:00.0000000,2,890.7800,"Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
