OrderID,ProductID,UnitPrice,Quantity,Discount
10368,28,36.4000,13,0.100000001
10368,57,15.6000,25,0
10368,64,26.6000,35,0.100000001
10369,29,99.0000,20,0
10369,56,30.4000,18,0.25
10370,1,14.4000,15,0.150000006
10370,64,26.6000,30,0
10370,74,8.0000,20,0.150000006
10371,36,15.2000,6,0.200000003
10372,20,64.8000,12,0.25
10372,38,210.8000,40,0.25
10372,60,27.2000,70,0.25
10372,72,27.8000,42,0.25
10373,58,10.6000,80,0.200000003
10373,71,17.2000,50,0.200000003
10374,31,10.0000,30,0
10374,58,10.6000,15,0
10375,14,18.6000,15,0
10375,54,5.9000,10,0
10376,31,10.0000,42,0.0500000007
10377,28,36.4000,20,0.150000006
10377,39,14.4000,20,0.150000006
10378,71,17.2000,6,0
10379,41,7.7000,8,0.100000001
10379,63,35.1000,16,0.100000001
10379,65,16.8000,20,0.100000001
10380,30,20.7000,18,0.100000001
10380,53,26.2000,20,0.100000001
10380,60,27.2000,6,0.100000001
10380,70,12.0000,30,0
10381,74,8.0000,14,0
10382,5,17.0000,32,0
10382,18,50.0000,9,0
10382,29,99.0000,14,0
10382,33,2.0000,60,0
10382,74,8.0000,50,0
10383,13,4.8000,20,0
10383,50,13.0000,15,0
10383,56,30.4000,20,0
10384,20,64.8000,28,0
10384,60,27.2000,15,0
10385,7,24.0000,10,0.200000003
10385,60,27.2000,20,0.200000003
10385,68,10.0000,8,0.200000003
10386,24,3.6000,15,0
10386,34,11.2000,10,0
10387,24,3.6000,15,0
10387,28,36.4000,6,0
10387,59,44.0000,12,0
10387,71,17.2000,15,0
10388,45,7.6000,15,0.200000003
10388,52,5.6000,20,0.200000003
10388,53,26.2000,40,0
10389,10,24.8000,16,0
10389,55,19.2000,15,0
10389,62,39.4000,20,0
10389,70,12.0000,30,0
10390,31,10.0000,60,0.100000001
10390,35,14.4000,40,0.100000001
10390,46,9.6000,45,0
10390,72,27.8000,24,0.100000001
10391,13,4.8000,18,0
10392,69,28.8000,50,0
10393,2,15.2000,25,0.25
10393,14,18.6000,42,0.25
10393,25,11.2000,7,0.25
10393,26,24.9000,70,0.25
10393,31,10.0000,32,0
10394,13,4.8000,10,0
10394,62,39.4000,10,0
10395,46,9.6000,28,0.100000001
10395,53,26.2000,70,0.100000001
10395,69,28.8000,8,0
10396,23,7.2000,40,0
10396,71,17.2000,60,0
10396,72,27.8000,21,0
10397,21,8.0000,10,0.150000006
10397,51,42.4000,18,0.150000006
10398,35,14.4000,30,0
10398,55,19.2000,120,0.100000001
10399,68,10.0000,60,0
10399,71,17.2000,30,0
10399,76,14.4000,35,0
10399,77,10.4000,14,0
10400,29,99.0000,21,0
10400,35,14.4000,35,0
10400,49,16.0000,30,0
10401,30,20.7000,18,0
10401,56,30.4000,70,0
10401,65,16.8000,20,0
10401,71,17.2000,60,0
10402,23,7.2000,60,0
10402,63,35.1000,65,0
10403,16,13.9000,21,0.150000006
10403,48,10.2000,70,0.150000006
10404,26,24.9000,30,0.0500000007
10404,42,11.2000,40,0.0500000007
10404,49,16.0000,30,0.0500000007
10405,3,8.0000,50,0
10406,1,14.4000,10,0
10406,21,8.0000,30,0.100000001
10406,28,36.4000,42,0.100000001
10406,36,15.2000,5,0.100000001
10406,40,14.7000,2,0.100000001
10407,11,16.8000,30,0
10407,69,28.8000,15,0
10407,71,17.2000,15,0
10408,37,20.8000,10,0
10408,54,5.9000,6,0
10408,62,39.4000,35,0
10409,14,18.6000,12,0
10409,21,8.0000,12,0
10410,33,2.0000,49,0
10410,59,44.0000,16,0
10411,41,7.7000,25,0.200000003
10411,44,15.5000,40,0.200000003
10411,59,44.0000,9,0.200000003
10412,14,18.6000,20,0.100000001
10413,1,14.4000,24,0
10413,62,39.4000,40,0
10413,76,14.4000,14,0
10414,19,7.3000,18,0.0500000007
10414,33,2.0000,50,0
10415,17,31.2000,2,0
10415,33,2.0000,20,0
10416,19,7.3000,20,0
10416,53,26.2000,10,0
10416,57,15.6000,20,0
10417,38,210.8000,50,0
10417,46,9.6000,2,0.25
10417,68,10.0000,36,0.25
10417,77,10.4000,35,0
10418,2,15.2000,60,0
10418,47,7.6000,55,0
10418,61,22.8000,16,0
10418,74,8.0000,15,0
10419,60,27.2000,60,0.0500000007
10419,69,28.8000,20,0.0500000007
10420,9,77.6000,20,0.100000001
10420,13,4.8000,2,0.100000001
10420,70,12.0000,8,0.100000001
10420,73,12.0000,20,0.100000001
10421,19,7.3000,4,0.150000006
10421,26,24.9000,30,0
10421,53,26.2000,15,0.150000006
10421,77,10.4000,10,0.150000006
10422,26,24.9000,2,0
10423,31,10.0000,14,0
10423,59,44.0000,20,0
10424,35,14.4000,60,0.200000003
10424,38,210.8000,49,0.200000003
10424,68,10.0000,30,0.200000003
10425,55,19.2000,10,0.25
10425,76,14.4000,20,0.25
10426,56,30.4000,5,0
10426,64,26.6000,7,0
10427,14,18.6000,35,0
10428,46,9.6000,20,0
10429,50,13.0000,40,0
10429,63,35.1000,35,0.25
10430,17,31.2000,45,0.200000003
10430,21,8.0000,50,0
10430,56,30.4000,30,0
10430,59,44.0000,70,0.200000003
10431,17,31.2000,50,0.25
10431,40,14.7000,50,0.25
10431,47,7.6000,30,0.25
10432,26,24.9000,10,0
10432,54,5.9000,40,0
10433,56,30.4000,28,0
10434,11,16.8000,6,0
10434,76,14.4000,18,0.150000006
10435,2,15.2000,10,0
10435,22,16.8000,12,0
10435,72,27.8000,10,0
10436,46,9.6000,5,0
10436,56,30.4000,40,0.100000001
10436,64,26.6000,30,0.100000001
10436,75,6.2000,24,0.100000001
10437,53,26.2000,15,0
10438,19,7.3000,15,0.200000003
10438,34,11.2000,20,0.200000003
10438,57,15.6000,15,0.200000003
10439,12,30.4000,15,0
10439,16,13.9000,16,0
10439,64,26.6000,6,0
10439,74,8.0000,30,0
10440,2,15.2000,45,0.150000006
10440,16,13.9000,49,0.150000006
10440,29,99.0000,24,0.150000006
10440,61,22.8000,90,0.150000006
10441,27,35.1000,50,0
10442,11,16.8000,30,0
10442,54,5.9000,80,0
10442,66,13.6000,60,0
10443,11,16.8000,6,0.200000003
10443,28,36.4000,12,0
10444,17,31.2000,10,0
10444,26,24.9000,15,0
10444,35,14.4000,8,0
10444,41,7.7000,30,0
10445,39,14.4000,6,0
10445,54,5.9000,15,0
10446,19,7.3000,12,0.100000001
10446,24,3.6000,20,0.100000001
10446,31,10.0000,3,0.100000001
10446,52,5.6000,15,0.100000001
10447,19,7.3000,40,0
10447,65,16.8000,35,0
10447,71,17.2000,2,0
10448,26,24.9000,6,0
10448,40,14.7000,20,0
10449,10,24.8000,14,0
10449,52,5.6000,20,0
10449,62,39.4000,35,0
10450,10,24.8000,20,0.200000003
10450,54,5.9000,6,0.200000003
10451,55,19.2000,120,0.100000001
10451,64,26.6000,35,0.100000001
10451,65,16.8000,28,0.100000001
10451,77,10.4000,55,0.100000001
10452,28,36.4000,15,0
10452,44,15.5000,100,0.0500000007
10453,48,10.2000,15,0.100000001
10453,70,12.0000,25,0.100000001
10454,16,13.9000,20,0.200000003
10454,33,2.0000,20,0.200000003
10454,46,9.6000,10,0.200000003
10455,39,14.4000,20,0
10455,53,26.2000,50,0
10455,61,22.8000,25,0
10455,71,17.2000,30,0
10456,21,8.0000,40,0.150000006
10456,49,16.0000,21,0.150000006
10457,59,44.0000,36,0
10458,26,24.9000,30,0
10458,28,36.4000,30,0
10458,43,36.8000,20,0
10458,56,30.4000,15,0
10458,71,17.2000,50,0
10459,7,24.0000,16,0.0500000007
10459,46,9.6000,20,0.0500000007
10459,72,27.8000,40,0
10460,68,10.0000,21,0.25
10460,75,6.2000,4,0.25
10461,21,8.0000,40,0.25
10461,30,20.7000,28,0.25
10461,55,19.2000,60,0.25
10462,13,4.8000,1,0
10462,23,7.2000,21,0
10463,19,7.3000,21,0
10463,42,11.2000,50,0
10464,4,17.6000,16,0.200000003
10464,43,36.8000,3,0
10464,56,30.4000,30,0.200000003
10464,60,27.2000,20,0
10465,24,3.6000,25,0
10465,29,99.0000,18,0.100000001
10465,40,14.7000,20,0
10465,45,7.6000,30,0.100000001
10465,50,13.0000,25,0
10466,11,16.8000,10,0
10466,46,9.6000,5,0
10467,24,3.6000,28,0
10467,25,11.2000,12,0
10468,30,20.7000,8,0
10468,43,36.8000,15,0
10469,2,15.2000,40,0.150000006
10469,16,13.9000,35,0.150000006
10469,44,15.5000,2,0.150000006
10470,18,50.0000,30,0
10470,23,7.2000,15,0
10470,64,26.6000,8,0
10471,7,24.0000,30,0
10471,56,30.4000,20,0
10472,24,3.6000,80,0.0500000007
10472,51,42.4000,18,0
10473,33,2.0000,12,0
10473,71,17.2000,12,0
10474,14,18.6000,12,0
10474,28,36.4000,18,0
10474,40,14.7000,21,0
10474,75,6.2000,10,0
10475,31,10.0000,35,0.150000006
10475,66,13.6000,60,0.150000006
10475,76,14.4000,42,0.150000006
10476,55,19.2000,2,0.0500000007
10476,70,12.0000,12,0
10477,1,14.4000,15,0
10477,21,8.0000,21,0.25
10477,39,14.4000,20,0.25
10478,10,24.8000,20,0.0500000007
10479,38,210.8000,30,0
10479,53,26.2000,28,0
10479,59,44.0000,60,0
10479,64,26.6000,30,0
10480,47,7.6000,30,0
10480,59,44.0000,12,0
10481,49,16.0000,24,0
10481,60,27.2000,40,0
10482,40,14.7000,10,0
10483,34,11.2000,35,0.0500000007
10483,77,10.4000,30,0.0500000007
10484,21,8.0000,14,0
10484,40,14.7000,10,0
10484,51,42.4000,3,0
10485,2,15.2000,20,0.100000001
10485,3,8.0000,20,0.100000001
10485,55,19.2000,30,0.100000001
10485,70,12.0000,60,0.100000001
10486,11,16.8000,5,0
10486,51,42.4000,25,0
10486,74,8.0000,16,0
10487,19,7.3000,5,0
10487,26,24.9000,30,0
10487,54,5.9000,24,0.25
10488,59,44.0000,30,0
10488,73,12.0000,20,0.200000003
10489,11,16.8000,15,0.25
10489,16,13.9000,18,0
10490,59,44.0000,60,0
10490,68,10.0000,30,0
10490,75,6.2000,36,0
10491,44,15.5000,15,0.150000006
10491,77,10.4000,7,0.150000006
10492,25,11.2000,60,0.0500000007
10492,42,11.2000,20,0.0500000007
10493,65,16.8000,15,0.100000001
10493,66,13.6000,10,0.100000001
10493,69,28.8000,10,0.100000001
10494,56,30.4000,30,0
10495,23,7.2000,10,0
10495,41,7.7000,20,0
10495,77,10.4000,5,0
10496,31,10.0000,20,0.0500000007
10497,56,30.4000,14,0
10497,72,27.8000,25,0
10497,77,10.4000,25,0
10498,24,4.5000,14,0
10498,40,18.4000,5,0
10498,42,14.0000,30,0
10499,28,45.6000,20,0
10499,49,20.0000,25,0
10500,15,15.5000,12,0.0500000007
10500,28,45.6000,8,0.0500000007
10501,54,7.4500,20,0
10502,45,9.5000,21,0
10502,53,32.8000,6,0
10502,67,14.0000,30,0
10503,14,23.2500,70,0
10503,65,21.0500,20,0
10504,2,19.0000,12,0
10504,21,10.0000,12,0
10504,53,32.8000,10,0
10504,61,28.5000,25,0
10505,62,49.3000,3,0
10506,25,14.0000,18,0.100000001
10506,70,15.0000,14,0.100000001
10507,43,46.0000,15,0.150000006
10507,48,12.7500,15,0.150000006
10508,13,6.0000,10,0
10508,39,18.0000,10,0
10509,28,45.6000,3,0
10510,29,123.7900,36,0
10510,75,7.7500,36,0.100000001
10511,4,22.0000,50,0.150000006
10511,7,30.0000,50,0.150000006
10511,8,40.0000,10,0.150000006
10512,24,4.5000,10,0.150000006
10512,46,12.0000,9,0.150000006
10512,47,9.5000,6,0.150000006
10512,60,34.0000,12,0.150000006
10513,21,10.0000,40,0.200000003
10513,32,32.0000,50,0.200000003
10513,61,28.5000,15,0.200000003
10514,20,81.0000,39,0
10514,28,45.6000,35,0
10514,56,38.0000,70,0
10514,65,21.0500,39,0
10514,75,7.7500,50,0
10515,9,97.0000,16,0.150000006
10515,16,17.4500,50,0
10515,27,43.9000,120,0
10515,33,2.5000,16,0.150000006
10515,60,34.0000,84,0.150000006
10516,18,62.5000,25,0.100000001
10516,41,9.6500,80,0.100000001
10516,42,14.0000,20,0
10517,52,7.0000,6,0
10517,59,55.0000,4,0
10517,70,15.0000,6,0
10518,24,4.5000,5,0
10518,38,263.5000,15,0
10518,44,19.4500,9,0
10519,10,31.0000,16,0.0500000007
10519,56,38.0000,40,0
10519,60,34.0000,10,0.0500000007
10520,24,4.5000,8,0
10520,53,32.8000,5,0
10521,35,18.0000,3,0
10521,41,9.6500,10,0
10521,68,12.5000,6,0
10522,1,18.0000,40,0.200000003
10522,8,40.0000,24,0
10522,30,25.8900,20,0.200000003
10522,40,18.4000,25,0.200000003
10523,17,39.0000,25,0.100000001
10523,20,81.0000,15,0.100000001
10523,37,26.0000,18,0.100000001
10523,41,9.6500,6,0.100000001
10524,10,31.0000,2,0
10524,30,25.8900,10,0
10524,43,46.0000,60,0
10524,54,7.4500,15,0
10525,36,19.0000,30,0
10525,40,18.4000,15,0.100000001
10526,1,18.0000,8,0.150000006
10526,13,6.0000,10,0
10526,56,38.0000,30,0.150000006
10527,4,22.0000,50,0.100000001
10527,36,19.0000,30,0.100000001
10528,11,21.0000,3,0
10528,33,2.5000,8,0.200000003
10528,72,34.8000,9,0
10529,55,24.0000,14,0
10529,68,12.5000,20,0
10529,69,36.0000,10,0
10530,17,39.0000,40,0
10530,43,46.0000,25,0
10530,61,28.5000,20,0
10530,76,18.0000,50,0
10531,59,55.0000,2,0
10532,30,25.8900,15,0
10532,66,17.0000,24,0
10533,4,22.0000,50,0.0500000007
10533,72,34.8000,24,0
10533,73,15.0000,24,0.0500000007
10534,30,25.8900,10,0
10534,40,18.4000,10,0.200000003
10534,54,7.4500,10,0.200000003
10535,11,21.0000,50,0.100000001
10535,40,18.4000,10,0.100000001
10535,57,19.5000,5,0.100000001
10535,59,55.0000,15,0.100000001
10536,12,38.0000,15,0.25
10536,31,12.5000,20,0
10536,33,2.5000,30,0
10536,60,34.0000,35,0.25
10537,31,12.5000,30,0
10537,51,53.0000,6,0
10537,58,13.2500,20,0
10537,72,34.8000,21,0
10537,73,15.0000,9,0
10538,70,15.0000,7,0
10538,72,34.8000,1,0
10539,13,6.0000,8,0
10539,21,10.0000,15,0
10539,33,2.5000,15,0
10539,49,20.0000,6,0
10540,3,10.0000,60,0
10540,26,31.2300,40,0
10540,38,263.5000,30,0
10540,68,12.5000,35,0
10541,24,4.5000,35,0.100000001
10541,38,263.5000,4,0.100000001
10541,65,21.0500,36,0.100000001
10541,71,21.5000,9,0.100000001
10542,11,21.0000,15,0.0500000007
10542,54,7.4500,24,0.0500000007
10543,12,38.0000,30,0.150000006
10543,23,9.0000,70,0.150000006
10544,28,45.6000,7,0
10544,67,14.0000,7,0
10545,11,21.0000,10,0
10546,7,30.0000,10,0
10546,35,18.0000,30,0
10546,62,49.3000,40,0
10547,32,32.0000,24,0.150000006
10547,36,19.0000,60,0
10548,34,14.0000,10,0.25
10548,41,9.6500,14,0
10549,31,12.5000,55,0.150000006
10549,45,9.5000,100,0.150000006
10549,51,53.0000,48,0.150000006
10550,17,39.0000,8,0.100000001
10550,19,9.2000,10,0
10550,21,10.0000,6,0.100000001
10550,61,28.5000,10,0.100000001
10551,16,17.4500,40,0.150000006
10551,35,18.0000,20,0.150000006
10551,44,19.4500,40,0
10552,69,36.0000,18,0
10552,75,7.7500,30,0
10553,11,21.0000,15,0
10553,16,17.4500,14,0
10553,22,21.0000,24,0
10553,31,12.5000,30,0
10553,35,18.0000,6,0
10554,16,17.4500,30,0.0500000007
10554,23,9.0000,20,0.0500000007
10554,62,49.3000,20,0.0500000007
10554,77,13.0000,10,0.0500000007
10555,14,23.2500,30,0.200000003
10555,19,9.2000,35,0.200000003
10555,24,4.5000,18,0.200000003
10555,51,53.0000,20,0.200000003
10555,56,38.0000,40,0.200000003
10556,72,34.8000,24,0
10557,64,33.2500,30,0
10557,75,7.7500,20,0
10558,47,9.5000,25,0
10558,51,53.0000,20,0
10558,52,7.0000,30,0
10558,53,32.8000,18,0
10558,73,15.0000,3,0
10559,41,9.6500,12,0.0500000007
10559,55,24.0000,18,0.0500000007
10560,30,25.8900,20,0
10560,62,49.3000,15,0.25
10561,44,19.4500,10,0
10561,51,53.0000,50,0
10562,33,2.5000,20,0.100000001
10562,62,49.3000,10,0.100000001
10563,36,19.0000,25,0
10563,52,7.0000,70,0
10564,17,39.0000,16,0.0500000007
10564,31,12.5000,6,0.0500000007
10564,55,24.0000,25,0.0500000007
10565,24,4.5000,25,0.100000001
10565,64,33.2500,18,0.100000001
10566,11,21.0000,35,0.150000006
10566,18,62.5000,18,0.150000006
10566,76,18.0000,10,0
10567,31,12.5000,60,0.200000003
10567,51,53.0000,3,0
10567,59,55.0000,40,0.200000003
10568,10,31.0000,5,0
10569,31,12.5000,35,0.200000003
10569,76,18.0000,30,0
10570,11,21.0000,15,0.0500000007
10570,56,38.0000,60,0.0500000007
10571,14,23.2500,11,0.150000006
10571,42,14.0000,28,0.150000006
10572,16,17.4500,12,0.100000001
10572,32,32.0000,10,0.100000001
10572,40,18.4000,50,0
10572,75,7.7500,15,0.100000001
10573,17,39.0000,18,0
10573,34,14.0000,40,0
10573,53,32.8000,25,0
10574,33,2.5000,14,0
10574,40,18.4000,2,0
10574,62,49.3000,10,0
10574,64,33.2500,6,0
10575,59,55.0000,12,0
10575,63,43.9000,6,0
10575,72,34.8000,30,0
10575,76,18.0000,10,0
10576,1,18.0000,10,0
10576,31,12.5000,20,0
10576,44,19.4500,21,0
10577,39,18.0000,10,0
10577,75,7.7500,20,0
10577,77,13.0000,18,0
10578,35,18.0000,20,0
10578,57,19.5000,6,0
10579,15,15.5000,10,0
10579,75,7.7500,21,0
10580,14,23.2500,15,0.0500000007
10580,41,9.6500,9,0.0500000007
10580,65,21.0500,30,0.0500000007
10581,75,7.7500,50,0.200000003
10582,57,19.5000,4,0
10582,76,18.0000,14,0
